video_id,video_title,channel,comment_text,author,author_channel_url,like_count,published_at,reply_count,is_reply,reply_to,lang_code,language,sentiment_scores,region,sentiment,sentiment_label,sentiment_positive,sentiment_negative,sentiment_neutral
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Very good explanation.love you bro❤,@maajisafashions7185,http://www.youtube.com/@maajisafashions7185,0,2025-10-04T08:22:03Z,0,False,,en,English,"{'compound': 0.4927, 'positive': 0.39, 'negative': 0.0, 'neutral': 0.61, 'sentiment': 'positive'}",All India,0.4927,positive,0.39,0.0,0.61
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Bimaru states are real problem for our country. These bimaru states never give concentrate on development not paying taxes but playing dirty religion games mandir masjid playing victim cards while imposing their culture we need a separtism against these bimaru states.,@Romaldochristopher5572,http://www.youtube.com/@Romaldochristopher5572,0,2025-09-24T05:32:20Z,0,False,,en,English,"{'compound': -0.6757, 'positive': 0.089, 'negative': 0.202, 'neutral': 0.709, 'sentiment': 'negative'}",All India,-0.6757,negative,0.089,0.202,0.709
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Jay maharshtra barobbar ahe. North indian lok sagalyana tuchcha samajatat. Tyana vatate amhich hushar ahot.,@arvindnadkar6106,http://www.youtube.com/@arvindnadkar6106,0,2025-09-22T17:46:25Z,0,False,,id,id,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"First south indians now maharashtra, Bengal and Assam lol",@allah_is_gay20,http://www.youtube.com/@allah_is_gay20,1,2025-09-22T11:16:47Z,0,False,,en,English,"{'compound': 0.4215, 'positive': 0.259, 'negative': 0.0, 'neutral': 0.741, 'sentiment': 'positive'}",All India,0.4215,positive,0.259,0.0,0.741
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"Indian create's racism among themselves and then complains why they face racism  worldwide.
 
More than half of the Indians  population is full of noncivic people, example - The majority--->> #Andhabhakt. 

These are the people that say they are proud of their nation because of the diversity it has. 
And later creates
discrimination build disrespect among themselves on the basics  of cast/religion/language. 

And finally they represent the country.",@rahi1410,http://www.youtube.com/@rahi1410,1,2025-09-22T09:35:59Z,0,False,,en,English,"{'compound': -0.8074, 'positive': 0.088, 'negative': 0.164, 'neutral': 0.748, 'sentiment': 'negative'}",All India,-0.8074,negative,0.088,0.164,0.748
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,CIA be kia ha cia ne😂,@bdu645,http://www.youtube.com/@bdu645,0,2025-09-20T17:57:21Z,0,False,,en,English,"{'compound': -0.4215, 'positive': 0.207, 'negative': 0.362, 'neutral': 0.431, 'sentiment': 'negative'}",All India,-0.4215,negative,0.207,0.362,0.431
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Nakam log hi aisa kaam karte hai,@lallanpal2126,http://www.youtube.com/@lallanpal2126,0,2025-09-19T20:16:45Z,1,False,,tl,tl,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,South India is a country you must learn our country languages.,@Romaldochristopher5572,,0,2025-09-24T05:21:54Z,0,True,@lallanpal2126,en,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Aur maharashtra mein MNS kar rahi hai woh log deserve karte hai,@jayshivray-j1l,http://www.youtube.com/@jayshivray-j1l,0,2025-09-18T13:34:31Z,0,False,,id,id,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"Marathi aur Hindi language same hai aur Marathi log ek tourist ko full guide kar de hai 
Kisi tourist ko force nhi karte ki learn Marathi",@jayshivray-j1l,http://www.youtube.com/@jayshivray-j1l,0,2025-09-18T13:33:39Z,0,False,,id,id,"{'compound': 0.175, 'positive': 0.175, 'negative': 0, 'neutral': 0.825, 'subjectivity': 0.3375, 'sentiment': 'positive'}",Unknown Region,0.175,positive,0.175,0.0,0.825
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"@MahiNergy

Karnataka ka incident shuruaat karnataka ne shuruaat ki to hum bhi marathee hai hum chup nhi baithenge samjhe 
Aagar tumhe apni language se pyar hai to hume bhi hai 

Jay Maharashtra ⛳⛳⛳⛳",@jayshivray-j1l,http://www.youtube.com/@jayshivray-j1l,0,2025-09-18T13:29:27Z,1,False,,id,id,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Wherever you go learn their language don't show your attitude that won't help you to show heroism.,@Romaldochristopher5572,,1,2025-09-24T05:44:17Z,0,True,@jayshivray-j1l,en,English,"{'compound': 0.3699, 'positive': 0.165, 'negative': 0.098, 'neutral': 0.737, 'sentiment': 'positive'}",All India,0.3699,positive,0.165,0.098,0.737
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"Yeh marna harrassment se hum maharashtra ke people bhi agree nhi karte 

Agar aap log maharashtra aate ho job ke liye hamara state woh opportunity de raha hai to aap aise react karte ho jaise hum hi aapke state mein ho nhi aati Marathi koi baat nhi lekin nhi aata Marathi to kya hua nhi bolenge Marathi,hum nhi jante Marathi to maar padegi na 

Ek example ke sath dekh lo agar USA, europe jaoge to vha pe chupchap voh language sikhte hai na ,unko to nhi bolte na nhi aati to kya hua immigration ke time pr hi nikal denge 
Maharashtra aapko opportunity deta hai kya usme hamari galti hai",@jayshivray-j1l,http://www.youtube.com/@jayshivray-j1l,0,2025-09-18T13:27:45Z,0,False,,id,id,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"It's only those Rickshaw, Cab walas. Mostly educated people speak in English and move on.",@BRITISH_TEA_SIPPER,http://www.youtube.com/@BRITISH_TEA_SIPPER,0,2025-09-17T09:06:07Z,0,False,,en,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"Every boady Should be learn lacal language in all over world.महाराष्ट्रत राहणाऱ्या प्रत्येकाला मराठी शिकावेच लागेल...
.",@vilasdongare4776,http://www.youtube.com/@vilasdongare4776,0,2025-09-14T20:01:54Z,0,False,,en,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Modi politcs😂,@gokulsg7978,http://www.youtube.com/@gokulsg7978,0,2025-09-13T02:57:40Z,0,False,,en,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,I think I watched the wrong video you need to understand that nobody is trying to impose hindi or english. People are not educated enough to know that language is not a medium for war there are far more bigger concerns in this country to be solved by the youth.,@zrxnefario9331,http://www.youtube.com/@zrxnefario9331,0,2025-09-11T10:04:44Z,0,False,,en,English,"{'compound': -0.7964, 'positive': 0.037, 'negative': 0.161, 'neutral': 0.803, 'sentiment': 'negative'}",All India,-0.7964,negative,0.037,0.161,0.803
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"day 13, I fell a lot better",@Daitya,http://www.youtube.com/@Daitya,0,2025-09-09T22:09:24Z,0,False,,no,no,"{'compound': 0.5, 'positive': 0.5, 'negative': 0, 'neutral': 0.5, 'subjectivity': 0.5, 'sentiment': 'positive'}",Unknown Region,0.5,positive,0.5,0.0,0.5
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"It's quite simple to avoid conflict... If someone says speak this language, just simply say I'm trying to learn it but I'm not getting comfortable so please teach me some words if you can.. and you can start conversation without any ego clashes but also maintaining self respect... You can also say I can also teach my native language to you so it's also help me to learn your language and understand actual meaning... Every problem have solution while we are not holding ego... 
Disclaimer: It's just my perspective.",@siddharthdoshi8,http://www.youtube.com/@siddharthdoshi8,0,2025-09-09T20:28:03Z,0,False,,en,English,"{'compound': 0.7313, 'positive': 0.132, 'negative': 0.094, 'neutral': 0.774, 'sentiment': 'positive'}",All India,0.7313,positive,0.132,0.094,0.774
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"North East India every language is respect ❤, Tripura",@dantajoy,http://www.youtube.com/@dantajoy,1,2025-09-07T15:03:36Z,0,False,,en,English,"{'compound': 0.4767, 'positive': 0.256, 'negative': 0.0, 'neutral': 0.744, 'sentiment': 'positive'}",All India,0.4767,positive,0.256,0.0,0.744
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Last tak dekha ❤,@SonaSahu-g6j3e,http://www.youtube.com/@SonaSahu-g6j3e,0,2025-09-07T10:48:04Z,0,False,,en,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Ye inke paas kaam nhi h aur jo Gali mohalle me loafer hote aur auto rickshaw wale h wahi kar rahe hai. No sympathy. Encounter them all.,@ExploreWithMe704,http://www.youtube.com/@ExploreWithMe704,0,2025-09-07T07:26:59Z,0,False,,en,English,"{'compound': -0.2755, 'positive': 0.0, 'negative': 0.075, 'neutral': 0.925, 'sentiment': 'negative'}",All India,-0.2755,negative,0.0,0.075,0.925
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Racism against kadi kanoon banana chaiye,@GabuHazra,http://www.youtube.com/@GabuHazra,0,2025-09-05T09:06:47Z,0,False,,tl,tl,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Last tak dheka hu bhai acha laga,@ronyshaw9574,http://www.youtube.com/@ronyshaw9574,0,2025-09-05T07:47:43Z,0,False,,id,id,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.06666666666666667, 'sentiment': 'neutral'}",Unknown Region,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"A engineer who doesn't know where he going to be post , and as we know india have 100+ languages , so does he preare for job or language, he will start to learn as he or she start living but will take time, and no one is taking nobody job it's just skill which get them jobs so instead of fighting with own bharat people start acquiring skills , and yes I am there for job so I will learn what is necessary for job not for them",@AbhishekKars,http://www.youtube.com/@AbhishekKars,0,2025-09-04T21:08:13Z,0,False,,hi-en,Hinglish,"{'compound': -0.4396, 'positive': 0.036, 'negative': 0.066, 'neutral': 0.898, 'sentiment': 'negative'}",Unknown Region,-0.4396,negative,0.036,0.066,0.898
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,What if Sanskrit was our national language. Then no one would dare opposing it.,@DhruvSharma-o7b,http://www.youtube.com/@DhruvSharma-o7b,0,2025-09-04T18:56:06Z,0,False,,en,English,"{'compound': -0.296, 'positive': 0.0, 'negative': 0.145, 'neutral': 0.855, 'sentiment': 'negative'}",All India,-0.296,negative,0.0,0.145,0.855
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Only Madhya Pradesh and Chhattisgarh are best in everything literally,@shouryachandravanshi9730,http://www.youtube.com/@shouryachandravanshi9730,1,2025-09-04T11:07:12Z,0,False,,en,English,"{'compound': 0.6369, 'positive': 0.318, 'negative': 0.0, 'neutral': 0.682, 'sentiment': 'positive'}",All India,0.6369,positive,0.318,0.0,0.682
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,In west bengal also the language war has began ...bangla pokkho is conducting this war. They treat people of other state as foreigners,@saptarshipramanik6059,http://www.youtube.com/@saptarshipramanik6059,0,2025-09-03T14:43:21Z,1,False,,en,English,"{'compound': -0.7798, 'positive': 0.086, 'negative': 0.273, 'neutral': 0.641, 'sentiment': 'negative'}",All India,-0.7798,negative,0.086,0.273,0.641
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,All problem started by north Indians north must go to Pakistan.,@Romaldochristopher5572,,0,2025-09-14T10:14:40Z,0,True,@saptarshipramanik6059,en,English,"{'compound': -0.4019, 'positive': 0.0, 'negative': 0.213, 'neutral': 0.787, 'sentiment': 'negative'}",All India,-0.4019,negative,0.0,0.213,0.787
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Kuch din to guzariye Gujarat me 😅❤,@rushalpatel4304,http://www.youtube.com/@rushalpatel4304,0,2025-09-03T14:32:32Z,0,False,,en,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,1 sec k liye lga rishabh pant hai ye,@kushagradutta2745,http://www.youtube.com/@kushagradutta2745,0,2025-09-03T09:56:12Z,0,False,,sw,sw,"{'compound': -0.1, 'positive': 0, 'negative': 0.1, 'neutral': 0.9, 'subjectivity': 0.6, 'sentiment': 'negative'}",Unknown Region,-0.1,negative,0.0,0.1,0.9
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Hindi is a language killer,@surendrachaudhary149,http://www.youtube.com/@surendrachaudhary149,0,2025-08-31T20:31:58Z,0,False,,tl,tl,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Its all happening because of hindi imposition.,@jarmaniouss9206,http://www.youtube.com/@jarmaniouss9206,0,2025-08-30T12:48:19Z,0,False,,en,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"President of India, prime minister should say something about the matter  everyone in India is free to talk in their choice of languages.",@samirmaredia6673,http://www.youtube.com/@samirmaredia6673,0,2025-08-27T20:08:11Z,0,False,,en,English,"{'compound': 0.5267, 'positive': 0.173, 'negative': 0.0, 'neutral': 0.827, 'sentiment': 'positive'}",All India,0.5267,positive,0.173,0.0,0.827
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"I am also Marathi Manus proudly says that all political parties are bastards playing dirty politics 
boycott MNS
Boycott Shivsena 
Boycott BJP 
Boycott Congress
Boycott whole politicians boycott celebraties who normalized western culture",@marathiomi,http://www.youtube.com/@marathiomi,0,2025-08-26T04:23:46Z,0,False,,en,English,"{'compound': -0.891, 'positive': 0.159, 'negative': 0.407, 'neutral': 0.433, 'sentiment': 'negative'}",All India,-0.891,negative,0.159,0.407,0.433
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"The Hindi language is considered one of the best languages, and it is among the top three most spoken languages worldwide.",@Money2.000,http://www.youtube.com/@Money2.000,0,2025-08-25T07:48:45Z,1,False,,en,English,"{'compound': 0.7184, 'positive': 0.24, 'negative': 0.0, 'neutral': 0.76, 'sentiment': 'positive'}",All India,0.7184,positive,0.24,0.0,0.76
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Go to Pakistan and speak their this is India you've to learn our language first not mughal language.,@Romaldochristopher5572,,0,2025-09-14T10:16:12Z,0,True,@Money2.000,en,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,What ever is happening in non hindi state its hundread percent right...hindi people are playing victim card..,@adityabanerjee0244,http://www.youtube.com/@adityabanerjee0244,0,2025-08-24T20:32:31Z,0,False,,en,English,"{'compound': -0.0772, 'positive': 0.095, 'negative': 0.111, 'neutral': 0.794, 'sentiment': 'negative'}",All India,-0.0772,negative,0.095,0.111,0.794
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Everyone should respect each language..hindi is gavar language speak marathi or leave Maharashtra,@avinashdeokar4270,http://www.youtube.com/@avinashdeokar4270,1,2025-08-24T10:59:27Z,0,False,,en,English,"{'compound': 0.4404, 'positive': 0.203, 'negative': 0.078, 'neutral': 0.719, 'sentiment': 'positive'}",All India,0.4404,positive,0.203,0.078,0.719
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"There is a big difference is not knowing the language and not wanting to respond even after knowing the language.
If u go in Delhi and speak the Kannada, it is likely that nobody will understand and they will request u to speak in Hindi.
But if u speak hindi in Karnataka, they know it very well but just that they r so irritated from your language that they just don't want to respond. 
It's high time this is changed.",@NIKUNJNAUTIYAL,http://www.youtube.com/@NIKUNJNAUTIYAL,1,2025-08-23T09:34:53Z,0,False,,en,English,"{'compound': -0.5488, 'positive': 0.035, 'negative': 0.075, 'neutral': 0.89, 'sentiment': 'negative'}",All India,-0.5488,negative,0.035,0.075,0.89
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Last tak logical baat kiya  aur last ko hag diya...tum bhi to language war ko support kiya.. Ek baar bhi political angle ki baat nHin kiya.. How they are using people to devide India.. U should touch that,@facto5982,http://www.youtube.com/@facto5982,0,2025-08-20T11:02:07Z,0,False,,hi-en,Hinglish,"{'compound': -0.296, 'positive': 0.063, 'negative': 0.092, 'neutral': 0.845, 'sentiment': 'negative'}",Unknown Region,-0.296,negative,0.063,0.092,0.845
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"Gen Ask, no offense. Just want to know. Why Hindi Speakers (central govt) forcing non hindi to speak and learn Hindi. Cz my FYP show this conflict",@muhammadyunan2811,http://www.youtube.com/@muhammadyunan2811,0,2025-08-19T05:28:16Z,0,False,,en,English,"{'compound': -0.1494, 'positive': 0.102, 'negative': 0.088, 'neutral': 0.809, 'sentiment': 'negative'}",All India,-0.1494,negative,0.102,0.088,0.809
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Gujarat me esa nahi hota he,@heenachauhan6713,http://www.youtube.com/@heenachauhan6713,0,2025-08-12T10:28:36Z,0,False,,id,id,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,yes,@kisanpower9383,http://www.youtube.com/@kisanpower9383,0,2025-08-12T10:19:05Z,0,False,,tr,tr,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Forcing Marathi is not good but forcing Hindi is justified .WOW ..Is hindi our national language? U easily said locals dont get job bcoz of lack of skills but the reality is outsiders get job bcoz they work in less salary and ready to get exploited as a cheap labor.  Both Maharashtrians  and tamils have one of the highest literacy rate. If outsiders were that skilled why they were not be able to develope their states like UP BIHAR BENGAL ??? Spearding fake narrative bloddy gobar patta mentality,@siddheshshinde6307,http://www.youtube.com/@siddheshshinde6307,1,2025-08-11T13:09:03Z,0,False,,en,English,"{'compound': 0.8485, 'positive': 0.177, 'negative': 0.113, 'neutral': 0.709, 'sentiment': 'positive'}",All India,0.8485,positive,0.177,0.113,0.709
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"Just now abhi assam se case aaya hai , wtf is wrong with these people 😶‍🌫️",@saggyroom,http://www.youtube.com/@saggyroom,0,2025-08-10T01:48:40Z,0,False,,hi-en,Hinglish,"{'compound': -0.7845, 'positive': 0.0, 'negative': 0.33, 'neutral': 0.67, 'sentiment': 'negative'}",Unknown Region,-0.7845,negative,0.0,0.33,0.67
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Well done karnataka from west Bengal 😂😂😂,@BubaiGhosh-x2f,http://www.youtube.com/@BubaiGhosh-x2f,0,2025-08-09T21:24:43Z,0,False,,en,English,"{'compound': 0.2732, 'positive': 0.208, 'negative': 0.0, 'neutral': 0.792, 'sentiment': 'positive'}",All India,0.2732,positive,0.208,0.0,0.792
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,Marathi writing & Speaking 90% same hindi....,@Ganjam_District_Natak_Head,http://www.youtube.com/@Ganjam_District_Natak_Head,0,2025-08-09T18:36:11Z,0,False,,en,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,last tak dekha ❤,@raghavjajodia8032,http://www.youtube.com/@raghavjajodia8032,0,2025-08-08T03:41:14Z,0,False,,en,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0.0,neutral,0.0,0.0,1.0
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,I don’t hate you brother at all and respect you but you should do deep research on this,@parthpatil889,http://www.youtube.com/@parthpatil889,1,2025-08-06T17:02:39Z,0,False,,en,English,"{'compound': 0.4676, 'positive': 0.192, 'negative': 0.0, 'neutral': 0.808, 'sentiment': 'positive'}",All India,0.4676,positive,0.192,0.0,0.808
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,"I live in Mumbai, I have been speaking marathi since my childhood and then suddenly if anyone tells you that you can’t speak marathi its really frustrating 
No hate but Gujarati people in my society are increasing day by day and they form groups and mistreat marathi people

I literally saw a freaking signboard that was really big and was about some business company which I can’t tell the name of was fully written in GUJARATI in middle of Mumbai 

It was removed and an English one was put up, but it really infuriated the people

Even small children which immigrate to Mumbai from Gujarat and Rajasthan are forming groups and mistreating other kids
Period.",@parthpatil889,http://www.youtube.com/@parthpatil889,0,2025-08-06T17:00:55Z,1,False,,en,English,"{'compound': -0.8877, 'positive': 0.026, 'negative': 0.094, 'neutral': 0.88, 'sentiment': 'negative'}",All India,-0.8877,negative,0.026,0.094,0.88
nr_Cw9gCL5c,Language War in INDIA Explained,MahiNergy,No hate guys,@parthpatil889,,0,2025-08-06T17:01:56Z,0,True,@parthpatil889,en,English,"{'compound': 0.4585, 'positive': 0.6, 'negative': 0.0, 'neutral': 0.4, 'sentiment': 'positive'}",All India,0.4585,positive,0.6,0.0,0.4
